text,expected,predicted
"Где я такое кричу, шизик? Я просто рад разъебу очередного социалистического гнойника. Алсо, сербы доебали не только муслимов, а вообще всех, начиная от хорватов, словенцев и македонцев, заканчивая практически теми же самыми сербами, которые предпочли называть себя черногорцами. Сербы тогда играли роль народа-фашиста, а Югославия - тюрьму народов. А ты, дырявое лахтинское уебище, пытаешься представить этот конфликт как войну хороших христиан с плохими мусульманами, на такое поведется только совсем не знающий историю даун, ну либо комнатный фашист, изучающих историю по форчану. В любом случае, ссу тебе на личико.
",1.0,1.0
"Да и хрен) конечно, с их отвалом и бонусы пропали, но в купе да. Все же такими, добрыми, пользуются люди не самые хорошие. В конце концов ценить должны не за вечное стремление помочь, а за другие качества.
",0.0,0.0
"Привет от соседей-зомби
",1.0,1.0
"или баба-матершинница
",1.0,1.0
"Ну денег платишь больше, и дней больше. Все логично же.
",0.0,0.0
"Пытался собрать комбосет на говнофришке, эх...
",1.0,1.0
"Не уйду, хуй соси мой ты. Я вообще из рашки и не из хохляшки. Во-вторых, кукарекающее анонимно на других людей быдло че то попездывает за доносы, уморительно. А как теме такое пидорашье ремесло как разводить сплетни, лезть в чужую жизнь и анонимно коллективом травить одного. Вы, молодежь так ненавидите совок, но сами от него далеко не ушли. Да, успокаивай себя этим.
",1.0,1.0
"Так хохлы и есть грузины татары молдоване венгры азербайджане армяне и прочий прочий прочий мусор.
",1.0,0.0
"Именно поэтому либертарианцы и предлагают этот мир изменить.
",0.0,0.0
"Никак не смотрю, вообще не смотрю телик. Я так понял, это контент чисто для хохлов с пораши.
",1.0,0.0
"Ключевым свидетелем обвинения стала соседка погибших. Она утверждала, что видела, как автомобиль мужчины остановился возле их дома. Кроме того, открыв дело, следователи выяснили, что соседка погибших не могла видеть из своего окна, кто находился в автомобиле.
",0.0,0.0
"И хули в золотом альбоме нет трека блек фуфела? Незаслуженно забытый трек.
",1.0,1.0
"Я не думаю что обсуждаемый в треде шалман косноязычных обьебосов, во главе с рыжей свиньёй и её ручным трапом, можно назвать людьми. Всё честно.
",1.0,0.0
"А у нас в зале замечала некоторых недоспортсменов, которые между подходами отдыхают сидя на тренажёрах) и отдых далеко не 30 сек , вообще не парятся! Наверное, не сгонял еще никто )
",0.0,0.0
"И прогресс не признают, и электричества нет. Но почему во многих сериалах они торгуют кокаином и являются практически мафией?
",0.0,0.0
"Ахуеть как похорошела!
",1.0,0.0
"по описанию его проще собрать из говна и палок нежели искать готовый
",0.0,1.0
"На той половине земного шарика их довольно много. В тех же штатах три линии стоят в районе 100 баксов
",0.0,0.0
"я до пенсии не доживу
",0.0,0.0
"Людей друг,с другом. у нас огромная группа в вк на 40к человек.
",0.0,0.0
"подхрюкнул хряк блядский xD
",1.0,1.0
"Это если у человека стабильный рацион. А если в один день 1,5к, а в другой 3,5к ккал, то на сколько урезать?
",0.0,0.0
"Я это знаю, потому что в Латвии такая же ситуация с Carlsberg Group. Жалко, что из Гримбергена только два сорта продаются в поллитровых банках.
",0.0,0.0
"В каком плане автомобиль мешает? Давно доказали-же, что выхлопные газы от авто не так вредны как считали раньше. Вред может быть нанесён только если вы закроетесь в гараже и там заведёте машину. И то там по сути не отравление, а удушение происходит. С налогов на авто деньги идут на дороги и на остальные нужды всего автотранспорта. А что до экономической пользы - она также осталась. Грузовики, фуры - по большей части частный автотранспорт. Увеличенный спрос на бензин за счёт личного авто, уменьшает его цену и для тех кто доставляет товары и людей, что в свою очередь снижает стоимость товаров и стоимость проезда. И это я только по поверхности прошёлся. А самый главный аргумент - выхлопные газы от машин не долетают до моей квартиры. Да и прогуливаясь по улице, я могу почувствовать запах от выхлопа, только если вплотную встану к машине сзади, либо если мимо меня проедет Камаз. В отличие от курильщиков на улице...они курят на ходу и приходится либо их пропускать, чтобы дым не доходил до тебя, либо обгонять. Но улица это улица, там я могу смириться со всяким, а квартира - это мой дом, где я хочу отдохнуть и не хочу, чтобы мне кто-то мешал.
",0.0,0.0
"Карьерная лестница в России.
",0.0,1.0
"У обломыча норм рецепт (тайскую чили пасту я не нашел, а остальное у меня было прям из тая). Я немного доработал для того чтобы не вылавливать палки и всё несъедобное - кидаю их отдавать вкус завернутыми в безвкусную тряпочку. И насчет всякой замены лайма лимоном, и галангала имбирем - меня просто аштрисёт. Нет, я понимаю, местами ингредиенты хуй найдешь, но реально - нет ножек- нет мультиков.
",0.0,0.0
"По Nat geo видел как они разделываются с выброшенной на берег медузой, одна внутрь залезла.. Жуть конечно...
",0.0,0.0
"Речь была про армию и ее плюсы и минусы. Сужу кстати не по слухам, а по фактам. У самого родители военные, муж сестры военный, сам я отслужил срочную службу и прошел военную кафедру, так что знаю как там не понаслышке. Не собираюсь никого убеждать, но желающих служить по контракту и так хватает в ВС РФ. Раньше можно было вообще отслужить 10 лет в Таджикистане( 201-я дивизия, ВС РФ), и получить пенсию с квартирой. Сейчас уже не так просто, так как стараются проводить ротацию, чтобы не засиживались в Таджикистане.
",0.0,0.0
"В смысле в сезон все дорожает?
",0.0,0.0
"Ну как жиробас тебе скажу, что пиздятины это дело десятое. А вот вред для здоровья очевидный.
",1.0,0.0
"Баллы начисляют голосованием коллег. В этом и суть социализма.
",0.0,0.0
"Да, границ нет.На самом деле большинство женщин не так уж и открыто общаются с мужчинами. Исключениями становятся любимые, но не намного как по мне. Просто некоторые вещи лучше не знать, некоторые не обсудить с мужчиной.
",0.0,0.0
"Если американская бутылка входит лучше русской и еще смазана, то выбор очевиден.",1.0,0.0
"Самое занимательное, что Китай сейчас чуть не единственная страна с чистым капитализмом в экономике. В остальных развитых странах либо Корпорации, либо леваки с велфером для всяких нигр, а обычно и то и это.
",0.0,0.0
"Стобальники По всем предметам из Чечни и Дагестана передают вам пламенный Парывет!
",1.0,0.0
"и при распространении хентая? Так тут нет распространения, для лично пользования же, это не пришьёшь
",0.0,0.0
"Интересно было бы получить ответ.
",0.0,0.0
"Свою территорию - это стоянку, стройку. А как по вашему ловят тигров и считают их, ставят геочипы? Тигры куда ловчее, а людям совсем не доверяют.
",0.0,0.0
"Имеется ввиду, что они впервые все 6 встретились за одним столом.",0.0,0.0
"А что такого? Двести рублей в год за спокойную жизнь жалко? Из блокировщиков которые я пробовал только AdGuard блочит рекламу в почте майл ру.
",0.0,0.0
"просто я ватсаппом никогда не пользовался, а придется ставить ради одного турнира. обида
",0.0,1.0
"Нужно было быть всего лишь обычным студентом.
",0.0,0.0
"Всегда думал что город писек это Иваново.
",0.0,0.0
"Хохлы одним своим существованием оскорбляют русских, я бы не отказался от регулярных выплат от хохлов.
",1.0,0.0
"С другом ЮРАНОМ в августе 1994 тащились на Гаврилово с лодкой и и рюкзаками. Жили там неделю, как только не ловили, ни прикармливали - ноль целых, хер десятых. А всё началось с того, что один дед сказал: Это озеро БОГАТО рыбой!
",0.0,0.0
"и 3 алкоголика бомжа спящих на них
",1.0,0.0
"Для детей. Совсем другая атмосфера, им очень нравится. Это, можно сказать, стало нормой во всём мире очень давно.
",0.0,0.0
"А ей хочется араба или ниггера...
",1.0,0.0
"Да, вещь была. Правда был минус с играми некоторыми, управление на клаве, а низ игры уходил вниз по экрану за клавиатуру. И колесико - джойстик боковое часто наварачивается. Будьте с ним нежны. 2 года с ним проходил. Потом взял себе Нокиа n75 и сони 870. (2 симки тогда еще были уделом китайфонов)
",0.0,0.0
"физическое состояние Оба жирные вонючие мужики
",1.0,1.0
"Ох уж эти прорывные технологии, вот и оставили их для профессиональных решений, а от игровой видюхи ждут не работы с нейросетью а фпс. Мощнее и дешевле вот чего нужно от смены поколения. Паскаль получился слишком качественный а бум майнинга перенасытил рынок, новое поколение должно было быть лучше чтобы продаваться, а так просто проходная серия в которой обкатывается процесс.
",0.0,0.0
"Зерно не начали закупать ещё 60-е, а просто в 60-е вынуждены были закупить. Хм... Запишу в копилку к Не спал, а засыпал .
",0.0,1.0
"Огромное спасибо за совет как считать! Буду пользоваться)
",0.0,1.0
"и ебаной бритвой Ебаной электробритвой, офк. Идеально аналог One Blade, тот вообще идеально точный, легкий и неощутимый. Но даже ебаным Харьковом бриться в 10 раз комфортнее чем лезвием.
",0.0,0.0
"В любой части забора можно выйти
",0.0,0.0
"А субсидий сколько получил?
",0.0,0.0
"Нет, это шутки психолуха
",1.0,0.0
"Добавил фотки 2008 года, что сейчас - не знаю
",0.0,0.0
"1 колесная пара толщиной обода более 70мм ( новые диски) от 200 000. На вагон 4 кп. Литье на вагон по 60 - 80 т.р. за элемент. стоимость ремонта в депо от 25 до 50 т.р. вот и считай. 1,2 - 1,4 млн за сход вагона. Новый в районе 3.5 млн. В зависимости от модели.
",0.0,0.0
"Естественный отбор, хотите сказать? Штука хорошая, если ты хочешь жить в каменном веке. Хочешь есть? Иди найди, убей или отбери еду у другого. Заболел? Сдохни. В эволюции работает масса механизмов. При чем здесь маньяки отравители?
",1.0,1.0
"А я б хотел каждый день пить, но проклятый токсикоз.
",1.0,0.0
"с которыми их наташки гуляют. Много видел таких? Наташки ирл в массе брезгуют чурбанами
",1.0,0.0
"Хуйня для обпуканых анимедаунов.
",1.0,1.0
"Завербовали жидо-масоны-рептилоиды
",1.0,1.0
спасибо! у меня этот этюд купили еще до начала выставки (вот я удивилась и порадовалась!),0.0,0.0
"олдскулы мои олдскулы
",1.0,1.0
"Вижу рожу киселя,сразу ставлю минус!
",1.0,1.0
"Похоже на кишинёвскую маршрутку. Только окна там не открываются.
",0.0,0.0
"7 сработало, также вчера нашёл эти иниструкции на форумах. Спасибо за помощь.
",0.0,0.0
"ну, как же: от Владивостока до ЮЖХ 1700 км по автодорогам, а между ними Татарский пролив)
",0.0,0.0
"скажите, а как белка срет в квартире. Если ее на улице выпустить , она убежит или полностью ручная
",0.0,0.0
"если верить теории о мультивселенных, то не только
",0.0,0.0
"этот человек не только в крымотреде, но и в рубле треде сидит, и про наташек ноет, и хохлам подхрюкивает, думаю типичный порашник, без целей в жизни и собственных дел
",1.0,0.0
"Да даже без победы те же british airlines летают за 80-150 фунтов суммарно за билет в обе стороны. Не так дорого за 3.5 часовой перелет, зато без пересадок
",0.0,0.0
"а чукчи бы там разделись... загорать бы начали...
",1.0,1.0
"Не видел я конечно пакистанских поездов, но то что даже в Пакистане хорошая дорога - это проверено.
",0.0,0.0
"Да я не про работу в море в целом, а про речной и каботажный флот. Я сам родственник и друг моряков. Не пошел в мореходку исключительно по причине хренового зрения.
",0.0,0.0
"Подскажите, пожалуйста, куда обращались по ремонту дороги. (В администрацию писать или короче есть путь?) спасибо.
",0.0,0.0
"вот теперь мне понравилось.
",0.0,1.0
"Как вы читаете? но одни начинают мигать с 3 секунд, а другие после 0, И после этого вы пишите, что я выдумываю, они должны мигать перед переключением? Это точно противоречит моим словам? Суть в том, что сбросить с 60 до 0 за 3 секунды - это экстренное торможение и разная настройка светофоров очень мешает рассчитать успею ли я спокойно проехать на зеленый, или придется жать тормоз в пол.
",0.0,0.0
Не советую грибы собирать в пластиковую тару.Преют грибочки в ней.Лучше мешочек из под сахара например.Себе плпнирую сделать типа рюкзака из бельевой корзины.,0.0,0.0
война - продолжение политики другими средствами,0.0,1.0
"На восток смотрит, сволочь...
",1.0,1.0
"В производственных помещениях обычно места больше, уже потому что расположено оно в гораздо более дешёвых для строительства районах. Но есть у воздуха одна проблема. Он сцуко шумный. Очень.
",0.0,0.0
"не помню на каком курсе его рисовали, но месяц после точно снился
",0.0,0.0
"Идите на х... со своей сраной кошкой
",1.0,0.0
"Мне недавно принесли 6 задних фонарей от мерса ,купили в Америке а в ЕС поворотники должны быть жёлтые а не белые,,Новый фонарь один с жёлтыми светодиодами стоит 350 евро..я его специальным паяльником разрезал по кругу ,открыл ,перепаял 10 светодиодов на желтые и снова запаял -за работу взял ,,,за открывание закрывание -50 евро .За перепайку 10 светодиодов 60 евро .итого один фонарь 110 евро..и за 6 фонарей 660 евро.
",0.0,0.0
"Ты забыл как сам тут в 2013 срал? Я понимаю что хохлы после прочтения неприятных постов впадают в депрессию, но это все последствия их квасного национализма. И прекрати называть хохлов людьми, хохол не может быть человеком.
",1.0,1.0
"Далее емкости для рассады, большие вытяннутые горшки хорошо подходят, но ведь потом надо это все пикировать, а это время и деньги. Время и деньги это весь сезон ухаживать за больными растениями. При пикировании удаляю половину рассады отстающую в росте. Пусть ее будет меньше, зато здоровым достанется больше солнца и питания.
",0.0,0.0
"Чувак, ты подписал договор с суммой 68 тыс.? Ты уже оплатил? Если оба ответа да - смирись, ты лох, без обид.
",1.0,1.0
"m600i был. До сих пор считаю одним из лучших девайсов, которые были. Даже отсутствие камеры не смущало совершенно. Помер по непонятным причинам (зависал намертво на самом начальном экране загрузки, перепрошивка не помогала). А еще колесико у них супер-удобное было для скролла, хоть и ломалось со временем. Мечтал о P1i
",0.0,0.0
"Ну как минимум Россия производит любую сталь и очень успешно продает её по всему миру. Крупноузловая сборка автомобилей это вообще мировой стандарт автомобилестроения.
",0.0,0.0
"Так нет никакой луны, пендосы же доказали...
",1.0,0.0
На депутатство должен быть экзамен - как на гражданство.,0.0,0.0
"Сейчас все такие ранние и прогрессивные, что даже не знаю)
",0.0,0.0
"НУ ЧО СУКА ПРОСИЛ СКЕТЧИ? ПРОСИЛ? ПОЛУЧАЙ БЛЯДЬ!!
",1.0,1.0
"Я сам с Рязани , и я не хрена не понимал эту рекламу и что это значит
",0.0,0.0
"Зачем Толик посылает Ньюс Ван отстаивать свои права в гейропейские организации, почему сам этим не займётся, за гонорар конечно, он все ходы знает, и вообще там живёт, они сейчас пошлют какого-нить рохлю, он там будет пыкаться-мыкаться.
",1.0,1.0
"Это же не вскрытие брюшной полости, это операция 10 мин. Выписывают, ещё как, посмотрите другие системы здравоохранения. Про капали - после аварии в которой достаточно сильно пострадал и провел неделю в палате интенсивной терапии, мне ничего не капали. Если нет необходимости, тогда нет необходимости.
",0.0,0.0
"Согласна, я вот у мужа 500р взяла на мастер-класс, где дочка сделала ему подарок на 23... это была машинка из карамели, которую они вместе и съели )
",0.0,0.0
"Самое забавное, что на камеры это правило не распространяется.
",0.0,0.0
"Есть, но тоже дорого. Если ездишь например каждые выходные за 50-100 км от города - дешевле свою машину иметь. Если раз в месяц - плюс минус одно и тоже.
",0.0,0.0
"ЭЙ МИХАЛЫЧ, ТАМ ПОЖАРКА ПИЩИТ ДА ХУЙ С НЕЙ ПУЩАЙ ПИЩИТ СМОРИ ЧО ТУТ У ФРАНЦУЗОВ ЭЙ МИХАЛЫЧ ТАМ ДЫМ КАКОЙ-ТО ДА МАЛО ЛИ САМО ЗАГОРЕЛОСЬ САМО ПОТУХНЕТ ТЫ ЗАКРОЙ ВЫХОД ЗАПАСНОЙ ПУЩАЙ ЧЕРЕЗ ЦЕНТРАЛЬНЫЙ ПИЗДУЮТ, А ТО ТАМ ПОЛЫ МЫТЬ ЭЙ МИХАЛЫЧ ТАМ НАТУРАЛЬНО ПОЖАР ПИЗДЕЦ ЯЕБУ ОХ ЕБААААТЬ СГОРИТ ЦЕНТР ПОХОДЕ ПРИД ТСЯ ДРУГУЯ РАБОТУ ИСКАТЬ. ЛАДНО ХВАТАЙ ЧТО МОЖНО И СЪ БЫВАЕМСЯ",0.0,1.0
"Это конечно твоё личное дело. Но я на всякий случай оставляю заметочку о тебе.
",0.0,1.0
"Пьяного-могила исправит!
",0.0,1.0
"Возраст подняли нам... А ноешь ты.. Ну а вам еще поднимут,но вы не доживете..
",1.0,1.0
"Это не обязаловка, а добровольно. Да и удовольствие получать не запрещается.
",0.0,0.0
"в смешанном - лотерея. Да и в женском тоже. Попадутся в купе такие же, кто по блату в женское купе билет купил.
",0.0,1.0
"видео не выложили, чтобы не палить причины произошедшего Ясно.
",0.0,0.0
"Для поиска партнёра для чпек чпека, а не для знакомств",0.0,0.0
"а то что он не пытался завладеть ее имуществом, существенно?
",0.0,1.0
"Можно и страну переименовать. ПУССИЯ
",1.0,0.0
"В москве. На S- классе ездит. На передних сидениях.Обоих...
",0.0,0.0
"Ненужный кусок говна лезет во все щели. E nt,z bpj hnf7 у тебя изо рта?
",1.0,1.0
"может быть и Беслан и Норд Ост,но ты так и не сказал,пидорандель, это ДРУГОЕ, эуропэйское, или то же самое?
",1.0,0.0
"В америке еще больше возросло число заказов на подземные бункеры.
",0.0,0.0
"Двач, почему тян такие тупые? С ними же просто не о чем поговорить... Они не могут поддержать разговор ни о философии, ни об устройстве Российской Империи в начале XX века. Я увлекаюсь поэзией, литературой, языками, читал в оригинале Ницше и Гегеля, но разговор с тянками все равно не клеится... Ни одна девушка не смогла развить тему о немецкой экономике конца XIX века и предпосылках для начала первой мировой войны. Почему они настолько тупее меня, что мне не дают? Я же такой умный, что ходил два года в качалку, но не набрал ни грамма массы - все уходит в гениальный мозг. Где найти ламповую 10 10 няшу с накачанной задницей и упругими сиськами, чтобы обсудить с ней культурно-социальные аспекты Речи Посполитой и влияние католической церкви на внутреннюю экономическую политику оной? Почему они все тупые животные, которые мне не дают? Двач?!
",1.0,0.0
"Я просто уверен, что она может создавать и кидать какую нибудь хрень прямо из ладони
",1.0,0.0
"Неужели там на кузове не предусмотрено ничего, что бы его краном переносить?
",0.0,0.0
залупа из лиственницы,1.0,1.0
"Подите рот с мылом вымойте, товарищ.
",1.0,1.0
"А в конце стрема радостно говорил Я СЛИЛ МАРГИНАЛА !!!1111 Так-то Стасян в очередной раз слил сам себя и даже не понял этого в силу очевидных причин. Но тут цимес в том, что для самослива Ай721КакПросто по сути-то Павук и не нужен - достаточно просто не мешать ему высказываться
",0.0,0.0
"Видеорецепта нет, к сожалению
",0.0,1.0
"Ну я CentOS и имел в виду. Тот же RedHat, только без логотипов. Кстати, вот в свете изменений Linux инфраструктура гораздо более гибкая. Зажопят RedHat (что очень маловероятно) - всегда можно свалить на любую другую систему. Есть выбор.
",0.0,0.0
"ОТКУДА У НЕГО В КОММЕНТАРИЯХ СТОЛЬКО СОВКОВ БЛЯДЬ Я НЕ ОДОБРЯЮ КРИТИКУ ЛЕВАЧЕСТВА.
",1.0,1.0
"ну сюда залетает телефон до 5.5 дюйма,так,что никак не кошелек
",0.0,0.0
"В России система сдпчи на права построена на принципе заебать, а не проверить навыки
",0.0,0.0
"после первого же прогиба ученики либо совсем дурачками станут, либо отличниками.
",1.0,1.0
"Ради интереса, цена замка и пересылки?
",0.0,0.0
"Здесь есть другая сторона - почему кинорежиссёр не вышел посмотреть, что с людьми в Матизе? Последнее время удивляюсь людям - вместо того, что бы помочь - будут снимать видео и зарабатывать лайки. А если в Матизе чей-то родственник знакомый? В пропасть падаем, товарищи.
",0.0,0.0
"Даже разговоры глазами и кивками бывают) - Проезжай - Не, проходи - Да мне не к спеху, курю - Давай, удачи Спасибо вам водители! А водятлам злого гайца и шипов под колеса)
",0.0,0.0
"Ого, видимо вам ещё повезло хотя бы фотографии получить. Наш не алкоголик точно, подписаны на него в Инстаграм, у него много хороших отзывов, регулярно снимает свадьбы и другие события, плюс работает вроде арт-директором недавно открывшегося фитнес центра. Да и на связь до вчерашнего вечера выходил. Просто я не понимаю в чем проблема отдать фотографии, если клиенты сами могут подъехать и забрать их.
",0.0,0.0
"дебил блдядь тоже дебил блядь 1 ступень ракеты это вывод в стратосферу на орбиту Земли, то есть актуальна в пределах атмосферы, а это даже не 100 км, а 20-50 км, так как баллистическая ракета стартует не по ологой траектории, а в зенит задача 1 ступени не паровоз по рельсам гнать до Читы, а оторвать ракету вместе со 2 ступенью от земного притяжения на высоту 80-100 км
",1.0,0.0
"Не тот пост, не тот коммент. Чувак, ты обдолбался знатно.
",1.0,1.0
"Не русская, армянской национальности , а россиянка...
",1.0,0.0
"А почему от БЦЖ появляется шрамик?
",0.0,0.0
"Годами это я про авто конечно. Но ижак или урал у нас в магазинах не продавался. Только минск и восход. Но это больше для подростков, взрослые брали ижи и уралы как замена автомобилю.
",0.0,0.0
"Обычные малолетние долбоебы.
",1.0,1.0
"Зачем разбавлять этот самогон перед употреблением, если есть другие напитки,которые готовы к употреблению сразу и вкусные?
",0.0,0.0
"Откуда ты масковскую взял, хохлина? У вас же анальный занавес
",1.0,1.0
"А есть ли в ВС РФ новые танки?
",0.0,0.0
"Всё правильно делают! Если русские терпилы и куколды, то хоть якуты мамбетов на место поставят.
",1.0,0.0
"Ну он по делу говорит, что такого? хохлоайтишник с ФОП
",1.0,1.0
"Там пирог: керамзитная засыпка - 8 см., гипсо-волокнистая плита - 1,6 см., пористая подкладка под ламинат - 0.4 см. ну и ламинат - сколько он там... Всё вместе очень эффективно шумо- и теплоизолирует
",0.0,0.0
"Если кот за 7 млн условно съест кролика за 2 млн, будет ли он стоить 9 млн?
",0.0,0.0
"Причем тут менталитет? Чё много людей таких повидал в своей жизни чтобы о менталитете рассуждать? Много на себя берешь
",1.0,1.0
"Про сладкое не знаю, а вот солёное реально нельзя
",0.0,0.0
"ага, все ролики по оригами из серии Как нарисовать сову за три шага - рисуем левый глаз, потом правый, потом дорисовываем недостающее
",0.0,1.0
"Делается всё на много проще. В зале ставится глушилка, стандартная практика, для уважающего своих зрителей театра.
",0.0,0.0
"Хуесос и пидорас. Подмазывается к каким-то интеллктуалам, хотя сам по сути ничего не сделал, только языком пиздит.
",1.0,0.0
"нахоризме в роликах подача плотная, можно хоть анекдоты с анекдот.сру вбрасывать - будет забавно.
",0.0,0.0
"Не то, чтобы раздражают.. Это как при задержании: всё что ты скажешь, будет обращено против тебя. Дамочки знают о моём статусе, пробили мои возможности, но тем не менее, посягаются на святое в локальной морали - на семью. 1. Вопрос - с какой целью? Реально цели бывают разными, не всегда итог: создать ячейку вот именно с этим представителем.. Если интересуются, как человеком с твоим внутренним миром и прочим - сразу отказ. Иначе затянет, придётся выкручиваться. Если решить что-то, или разбить семью - ну.. Могу поиграть, пойти на встречу. Переспать? - легко, но вот продолжения не будет. Естественно, за то, что воспользовался тем, что предложили - требует оплаты. Мыж в век рынка живём. Если пытаются крутить - резкий разрыв любых отношений. Я то перед молодой женой - в любом случае оправдаюсь, да и нет такой доказательной базы. А вот хитровыдуманной может быть худо. В то, что девушку на 20 лет моложе меня может заинтересовать моё тело, или, скажем, навыки секса, я не верю. И даже если это будет так - сразу 1 пункт, не дай бог привяжусь к такой извращенке. Одна есть уже. Но, если я вдруг и привяжусь - буду часть того, что имею отдавать. За всё нужно платить. Хотя я за разовые акции, а не за долговременные обязательства. Теперь про ресурсы. В первом браке я был монахом. Ни ни. Мораль не давала, хотя бабло и возможности были уже тогда. Когда встретил настоящую жену - всё было вообще шикарно, чтоб не тормозить на ней. Но привязался к ней. И кобелить, мне в жопе шила нет. Просто, как вы точно заметили - сам внимание привлекаешь. Ну, раз-два в год кто-то и решается. Приходится принимать решение. Короче - я плачу, значит и музыку в отношениях заказываю я. А вот один из моих помощников 19 лет - спортсмен, красавец, язык подвешен, гроза девчонок - он сразу себя вёл, как я сейчас. Ну так и ресурсы у него сразу были. Природные. Извиняюсь, за сумбур, возможно не ответил чётко. Но на медовую ловушку я уже пойман. Остальные женщины - только тела. С проблемами, но без души. Для меня.",1.0,0.0
"Ну я бы не сказал что ее пиарили больше чем того же Савинова. И не хомячки -жители активно голосовали за не.
",1.0,0.0
"Перед кем ты распинаешься )? Разговор слышащего с глухими.
",1.0,1.0
"Ебать, безумие какое. Может чувак набухался и решил суициднуться, сделав доброе дело?
",1.0,0.0
"После одного накипело? Выпей седативного, сходи к психиатру. Когда будешь с другой стороны - вспомни свои слова.. а то приходят, сразу хочу хорошую зарплату, вот моё резюме, в нем всё красиво. На втором вопросе спрашивают, как им лучше подготовиться на следующий раз, и получают ответ: начните с 5-6 класса школы . Некоторым лучше начать сразу с рождения, интеллект там и не ночевал.
",1.0,0.0
"нет, ето было на протяжении 2 месяцев, дом новый, с мусоропроводом проблем не было ни разу.
",0.0,0.0
"Была похожая ситуация с аэрофлотом , но со счастливым концом. Купил билет на рейс Сургут-Москва с вылетом в 7-00 утра. На рейс НЕ регистрировался заранее. Так как сам я из Когалыма (это 185 км от сургута), то получилось так что к концу регистрации опоздал ровно на две минуты ( был на стойке регистрации в 6-22). Спросив что делать, меня отправили в кассу для регистрации как опоздавшего пассажира, и я , оплатив данную услугу стоимостью 1500 рублей пришёл обратно к стойке регистрации. Далее ситуация развивалось аналогично той что описана в посте, с небольшими ньюансами. Сотрудник за стойкой наотрез отказался меня регистрировать на рейс и пропускать в самолёт. Но ведь и мы не лыком шиты, закон о правах потребителей немного знаем, и Пикабу читаем регулярно. Итак, достав из кармана чек о уплаченной услуге в полторы тысячи рублей я попросил пригласить старшего смены и в красках ( размахивая чеком )ему объяснил, что в том случае если меня не посадят на самолёт, оставлю запись в книге жалоб и предложений аэропорта, попутно направлю жалобу в отдел по защите прав потребителей г. Сургута, и жалобу на офф. Сайте аэрофлота. А все потому что продали услугу, а в последствии не хотели её оказывать. В общем и целом посадили в 6-50 за десять минут до вылета. И да... в неофициальной беседе с сотрудником аэропорта, большинство авиакомпаний относятся к этому более или менее лояльно... но только не аэрофлот. У этих все строго.
",0.0,0.0
